gyro_only_with_bias_x (deg/s),gyro_only_with_bias_y (deg/s),gyro_only_with_bias_z (deg/s)
1.642543214689836661e-01,-2.971711106779147116e+01,1.642543214689836661e-01
1.628838273800024550e-01,-2.984045553579978005e+01,1.628838273800024550e-01
1.618189407862294371e-01,-2.993629532923934988e+01,1.618189407862294371e-01
1.610296333814405512e-01,-3.000733299567034607e+01,1.610296333814405512e-01
1.604887419004398796e-01,-3.005601322896040628e+01,1.604887419004398796e-01
1.601716951965890812e-01,-3.008454743230698725e+01,1.601716951965890812e-01
1.600562673155250248e-01,-3.009493594160274554e+01,1.600562673155250248e-01
1.601223540889096242e-01,-3.008898813199813205e+01,1.601223540889096242e-01
1.603517710079113145e-01,-3.006834060928798280e+01,1.603517710079113145e-01
1.607280703495089225e-01,-3.003447366854420153e+01,1.607280703495089225e-01
1.612363757217719351e-01,-2.998872618504052312e+01,1.612363757217719351e-01
1.618632323689477848e-01,-2.993230908679469948e+01,1.618632323689477848e-01
1.625964717352215982e-01,-2.986631754383005344e+01,1.625964717352215982e-01
1.634250889290004005e-01,-2.979174199638996612e+01,1.634250889290004005e-01
1.643391318589368377e-01,-2.970947813269567916e+01,1.643391318589368377e-01
1.653296009299501657e-01,-2.962033591630448015e+01,1.653296009299501657e-01
1.663883582933972372e-01,-2.952504775359425082e+01,1.663883582933972372e-01
1.675080457413528345e-01,-2.942427588327824495e+01,1.675080457413528345e-01
1.686820104216422422e-01,-2.931861906205219981e+01,1.686820104216422422e-01
1.699042376286918621e-01,-2.920861861341773036e+01,1.699042376286918621e-01
1.711692899962221903e-01,-2.909476390034000204e+01,1.711692899962221903e-01
1.724722524820013203e-01,-2.897749727661988217e+01,1.724722524820013203e-01
1.738086825929616164e-01,-2.885721856663345264e+01,1.738086825929616164e-01
1.751745653515293100e-01,-2.873428911836236566e+01,1.751745653515293100e-01
1.765662725515645681e-01,-2.860903547035919559e+01,1.765662725515645681e-01
1.779805258953204294e-01,-2.848175266942116224e+01,1.779805258953204294e-01
1.794143636417530607e-01,-2.835270727224222753e+01,1.794143636417530607e-01
1.808651104317215985e-01,-2.822214006114505835e+01,1.808651104317215985e-01
1.823303499874774358e-01,-2.809026850112703499e+01,1.823303499874774358e-01
1.838079004126638993e-01,-2.795728896286025034e+01,1.838079004126638993e-01
1.852957918451254293e-01,-2.782337873393871419e+01,1.852957918451254293e-01
1.867922462384181692e-01,-2.768869783854236388e+01,1.867922462384181692e-01
1.882956590692624332e-01,-2.755339068376637712e+01,1.882956590692624332e-01
1.898045827874876579e-01,-2.741758754912610740e+01,1.898045827874876579e-01
1.913177118424966572e-01,-2.728140593417530368e+01,1.913177118424966572e-01
1.928338691360834689e-01,-2.714495177775248536e+01,1.928338691360834689e-01
1.943519937657435803e-01,-2.700832056108307810e+01,1.943519937657435803e-01
1.958711299355547775e-01,-2.687159830580007380e+01,1.958711299355547775e-01
1.973904169234171335e-01,-2.673486247689245943e+01,1.973904169234171335e-01
1.989090800040314577e-01,-2.659818279963716492e+01,1.989090800040314577e-01
2.004264222365824133e-01,-2.646162199870758158e+01,2.004264222365824133e-01
2.019418170347599684e-01,-2.632523646687160479e+01,2.019418170347599684e-01
2.034547014446023427e-01,-2.618907686998579010e+01,2.034547014446023427e-01
2.049645700627382161e-01,-2.605318869435355822e+01,2.049645700627382161e-01
2.064709695340291307e-01,-2.591761274193737918e+01,2.064709695340291307e-01
2.079734935734239287e-01,-2.578238557839184963e+01,2.079734935734239287e-01
2.094717784620925005e-01,-2.564753993841167201e+01,2.094717784620925005e-01
2.109654989726632290e-01,-2.551310509246030733e+01,2.109654989726632290e-01
2.124543646826905496e-01,-2.537910717855785236e+01,2.124543646826905496e-01
2.139381166393737876e-01,-2.524556950245635889e+01,2.139381166393737876e-01
2.154165243420689824e-01,-2.511251280921378992e+01,2.154165243420689824e-01
2.168893830123236610e-01,-2.497995552889086923e+01,2.168893830123236610e-01
2.183565111240466927e-01,-2.484791399883579643e+01,2.183565111240466927e-01
2.198177481690354318e-01,-2.471640266478681269e+01,2.198177481690354318e-01
2.212729526354407505e-01,-2.458543426281033462e+01,2.212729526354407505e-01
2.227220001788877968e-01,-2.445501998390009746e+01,2.227220001788877968e-01
2.241647819679007114e-01,-2.432516962288893581e+01,2.241647819679007114e-01
2.256012031870284207e-01,-2.419589171316744114e+01,2.256012031870284207e-01
2.270311816826498241e-01,-2.406719364856151699e+01,2.270311816826498241e-01
2.284546467378677503e-01,-2.393908179359189958e+01,2.284546467378677503e-01
2.298715379641949608e-01,-2.381156158322245275e+01,2.298715379641949608e-01
2.312818042989073231e-01,-2.368463761309833870e+01,2.312818042989073231e-01
2.326854030979990384e-01,-2.355831372118008815e+01,2.326854030979990384e-01
2.340822993156325416e-01,-2.343259306159307087e+01,2.340822993156325416e-01
2.354724647618448852e-01,-2.330747817143396006e+01,2.354724647618448852e-01
2.368558774310550730e-01,-2.318297103120504232e+01,2.368558774310550730e-01
2.382325208946286799e-01,-2.305907311948341487e+01,2.382325208946286799e-01
2.396023837513976962e-01,-2.293578546237420923e+01,2.396023837513976962e-01
2.409654591306140681e-01,-2.281310867824473121e+01,2.409654591306140681e-01
2.423217442423435120e-01,-2.269104301818908453e+01,2.423217442423435120e-01
2.436712399707788024e-01,-2.256958840262990762e+01,2.436712399707788024e-01
2.450139505063851919e-01,-2.244874445442533073e+01,2.450139505063851919e-01
2.463498830131777839e-01,-2.232851052881400022e+01,2.463498830131777839e-01
2.476790473277845073e-01,-2.220888574049939379e+01,2.476790473277845073e-01
2.490014556872666429e-01,-2.208986898814600153e+01,2.490014556872666429e-01
2.503171224829569552e-01,-2.197145897653387436e+01,2.503171224829569552e-01
2.516260640378367719e-01,-2.185365423659469286e+01,2.516260640378367719e-01
2.529282984052096950e-01,-2.173645314353113278e+01,2.529282984052096950e-01
2.542238451866426496e-01,-2.161985393320216176e+01,2.542238451866426496e-01
2.555127253673390442e-01,-2.150385471693948958e+01,2.555127253673390442e-01
2.567949611672821209e-01,-2.138845349494460990e+01,2.567949611672821209e-01
2.580705759066472260e-01,-2.127364816840174910e+01,2.580705759066472260e-01
2.593395938841225323e-01,-2.115943655042897120e+01,2.593395938841225323e-01
2.606020402669081970e-01,-2.104581637597825861e+01,2.606020402669081970e-01
2.618579409912819567e-01,-2.093278531078462734e+01,2.618579409912819567e-01
2.631073226727225767e-01,-2.082034095945496688e+01,2.631073226727225767e-01
2.643502125246828260e-01,-2.070848087277854788e+01,2.643502125246828260e-01
2.655866382851846952e-01,-2.059720255433337499e+01,2.655866382851846952e-01
2.668166281504938397e-01,-2.048650346645555587e+01,2.668166281504938397e-01
2.680402107151967916e-01,-2.037638103563228853e+01,2.680402107151967916e-01
2.692574149180718690e-01,-2.026683265737353423e+01,2.692574149180718690e-01
2.704682699932003387e-01,-2.015785570061196808e+01,2.704682699932003387e-01
2.716728054258193970e-01,-2.004944751167625583e+01,2.716728054258193970e-01
2.728710509124636641e-01,-1.994160541787827157e+01,2.728710509124636641e-01
2.740630363249872414e-01,-1.983432673075115105e+01,2.740630363249872414e-01
2.752487916780959609e-01,-1.972760874897136318e+01,2.752487916780959609e-01
2.764283471000547610e-01,-1.962144876099506874e+01,2.764283471000547610e-01
2.776017328062677092e-01,-1.951584404743590895e+01,2.776017328062677092e-01
2.787689790754561692e-01,-1.941079188320894744e+01,2.787689790754561692e-01
2.799301162281880306e-01,-1.930628953946307291e+01,2.799301162281880306e-01
2.810851746075326840e-01,-1.920233428532205977e+01,2.810851746075326840e-01
2.822341845616390676e-01,-1.909892338945248014e+01,2.822341845616390676e-01
2.833771764280540451e-01,-1.899605412147513661e+01,2.833771764280540451e-01
2.845141805196134133e-01,-1.889372375323479147e+01,2.845141805196134133e-01
2.856452271117571606e-01,-1.879192955994185965e+01,2.856452271117571606e-01
2.867703464311304740e-01,-1.869066882119825479e+01,2.867703464311304740e-01
2.878895686453510350e-01,-1.858993882191841251e+01,2.878895686453510350e-01
2.890029238538268097e-01,-1.848973685315558768e+01,2.890029238538268097e-01
2.901104420795281302e-01,-1.839006021284247083e+01,2.901104420795281302e-01
2.912121532616194775e-01,-1.829090620645424536e+01,2.912121532616194775e-01
2.923080872488709736e-01,-1.819227214760161715e+01,2.923080872488709736e-01
2.933982737937728125e-01,-1.809415535856044954e+01,2.933982737937728125e-01
2.944827425472876237e-01,-1.799655317074411442e+01,2.944827425472876237e-01
2.955615230541772664e-01,-1.789946292512404469e+01,2.955615230541772664e-01
2.966346447488508731e-01,-1.780288197260341931e+01,2.966346447488508731e-01
2.977021369516826832e-01,-1.770680767434855341e+01,2.977021369516826832e-01
2.987640288657555376e-01,-1.761123740208200417e+01,2.987640288657555376e-01
2.998203495739881208e-01,-1.751616853834106635e+01,2.998203495739881208e-01
3.008711280366105356e-01,-1.742159847670505357e+01,3.008711280366105356e-01
3.019163930889524061e-01,-1.732752462199428578e+01,3.019163930889524061e-01
3.029561734395155304e-01,-1.723394439044360027e+01,3.029561734395155304e-01
3.039904976683026616e-01,-1.714085520985276290e+01,3.039904976683026616e-01
3.050193942253769386e-01,-1.704825451971607819e+01,3.050193942253769386e-01
3.060428914296310365e-01,-1.695613977133320560e+01,3.060428914296310365e-01
3.070610174677449455e-01,-1.686450842790295468e+01,3.070610174677449455e-01
3.080738003933136127e-01,-1.677335796460177519e+01,3.080738003933136127e-01
3.090812681261287387e-01,-1.668268586864841652e+01,3.090812681261287387e-01
3.100834484515992973e-01,-1.659248963935606369e+01,3.100834484515992973e-01
3.110803690202969540e-01,-1.650276678817327536e+01,3.110803690202969540e-01
3.120720573476147286e-01,-1.641351483871467565e+01,3.120720573476147286e-01
3.130585408135269088e-01,-1.632473132678257954e+01,3.130585408135269088e-01
3.140398466624411133e-01,-1.623641380038030135e+01,3.140398466624411133e-01
3.150160020031326780e-01,-1.614855981971805932e+01,3.150160020031326780e-01
3.159870338087535369e-01,-1.606116695721217980e+01,3.159870338087535369e-01
3.169529689169078845e-01,-1.597423279747828850e+01,3.169529689169078845e-01
3.179138340297884557e-01,-1.588775493731904476e+01,3.179138340297884557e-01
3.188696557143659294e-01,-1.580173098570706358e+01,3.188696557143659294e-01
3.198204604026285702e-01,-1.571615856376342890e+01,3.198204604026285702e-01
3.207662743918636705e-01,-1.563103530473227387e+01,3.207662743918636705e-01
3.217071238449791815e-01,-1.554635885395186889e+01,3.217071238449791815e-01
3.226430347908607610e-01,-1.546212686882252818e+01,3.226430347908607610e-01
3.235740331247587420e-01,-1.537833701877171322e+01,3.235740331247587420e-01
3.245001446087045216e-01,-1.529498698521659250e+01,3.245001446087045216e-01
3.254213948719513749e-01,-1.521207446152437726e+01,3.254213948719513749e-01
3.263378094114375294e-01,-1.512959715297062324e+01,3.263378094114375294e-01
3.272494135922694447e-01,-1.504755277669575442e+01,3.272494135922694447e-01
3.281562326482219127e-01,-1.496593906166002519e+01,3.281562326482219127e-01
3.290582916822550885e-01,-1.488475374859704026e+01,3.290582916822550885e-01
3.299556156670438445e-01,-1.480399458996605588e+01,3.299556156670438445e-01
3.308482294455201700e-01,-1.472365934990318515e+01,3.308482294455201700e-01
3.317361577314261178e-01,-1.464374580417165106e+01,3.317361577314261178e-01
3.326194251098757437e-01,-1.456425174011118528e+01,3.326194251098757437e-01
3.334980560379254833e-01,-1.448517495658670740e+01,3.334980560379254833e-01
3.343720748451513014e-01,-1.440651326393638421e+01,3.343720748451513014e-01
3.352415057342319482e-01,-1.432826448391912955e+01,3.352415057342319482e-01
3.361063727815373769e-01,-1.425042644966163685e+01,3.361063727815373769e-01
3.369666999377215477e-01,-1.417299700560506182e+01,3.369666999377215477e-01
3.378225110283183397e-01,-1.409597400745134443e+01,3.378225110283183397e-01
3.386738297543414045e-01,-1.401935532210927349e+01,3.386738297543414045e-01
3.395206796928849635e-01,-1.394313882764035384e+01,3.395206796928849635e-01
3.403630842977277138e-01,-1.386732241320450854e+01,3.403630842977277138e-01
3.412010668999372887e-01,-1.379190397900564058e+01,3.412010668999372887e-01
3.420346507084759957e-01,-1.371688143623715916e+01,3.420346507084759957e-01
3.428638588108066099e-01,-1.364225270702740822e+01,3.428638588108066099e-01
3.436887141734986661e-01,-1.356801572438511627e+01,3.436887141734986661e-01
3.445092396428348636e-01,-1.349416843214486406e+01,3.445092396428348636e-01
3.453254579454159701e-01,-1.342070878491256281e+01,3.453254579454159701e-01
3.461373916887662827e-01,-1.334763474801103733e+01,3.461373916887662827e-01
3.469450633619371449e-01,-1.327494429742565707e+01,3.469450633619371449e-01
3.477484953361099640e-01,-1.320263541975010213e+01,3.477484953361099640e-01
3.485477098651975081e-01,-1.313070611213222882e+01,3.485477098651975081e-01
3.493427290864435930e-01,-1.305915438222007730e+01,3.493427290864435930e-01
3.501335750210218811e-01,-1.298797824810803014e+01,3.501335750210218811e-01
3.509202695746318490e-01,-1.291717573828313448e+01,3.509202695746318490e-01
3.517028345380934784e-01,-1.284674489157158561e+01,3.517028345380934784e-01
3.524812915879399489e-01,-1.277668375708540616e+01,3.524812915879399489e-01
3.532556622870077212e-01,-1.270699039416930098e+01,3.532556622870077212e-01
3.540259680850253443e-01,-1.263766287234772179e+01,3.540259680850253443e-01
3.547922303191985427e-01,-1.256869927127212883e+01,3.547922303191985427e-01
3.555544702147949154e-01,-1.250009768066845695e+01,3.555544702147949154e-01
3.563127088857242497e-01,-1.243185620028481964e+01,3.563127088857242497e-01
3.570669673351177797e-01,-1.236397293983940315e+01,3.570669673351177797e-01
3.578172664559043925e-01,-1.229644601896860934e+01,3.578172664559043925e-01
3.585636270313843355e-01,-1.222927356717540981e+01,3.585636270313843355e-01
3.593060697358006483e-01,-1.216245372377794354e+01,3.593060697358006483e-01
3.600446151349074309e-01,-1.209598463785833466e+01,3.600446151349074309e-01
3.607792836865360564e-01,-1.202986446821175548e+01,3.607792836865360564e-01
3.615100957411585547e-01,-1.196409138329572919e+01,3.615100957411585547e-01
3.622370715424482746e-01,-1.189866356117965829e+01,3.622370715424482746e-01
3.629602312278377707e-01,-1.183357918949460164e+01,3.629602312278377707e-01
3.636795948290744152e-01,-1.176883646538330552e+01,3.636795948290744152e-01
3.643951822727727885e-01,-1.170443359545044615e+01,3.643951822727727885e-01
3.651070133809650176e-01,-1.164036879571314742e+01,3.651070133809650176e-01
3.658151078716475046e-01,-1.157664029155172258e+01,3.658151078716475046e-01
3.665194853593259361e-01,-1.151324631766066453e+01,3.665194853593259361e-01
3.672201653555568490e-01,-1.145018511799988126e+01,3.672201653555568490e-01
3.679171672694869222e-01,-1.138745494574617645e+01,3.679171672694869222e-01
3.686105104083892137e-01,-1.132505406324496988e+01,3.686105104083892137e-01
3.693002139781971227e-01,-1.126298074196225940e+01,3.693002139781971227e-01
3.699862970840351317e-01,-1.120123326243683870e+01,3.699862970840351317e-01
3.706687787307473281e-01,-1.113980991423274425e+01,3.706687787307473281e-01
3.713476778234228726e-01,-1.107870899589194025e+01,3.713476778234228726e-01
3.720230131679191921e-01,-1.101792881488727183e+01,3.720230131679191921e-01
3.726948034713819524e-01,-1.095746768757562783e+01,3.726948034713819524e-01
3.733630673427626445e-01,-1.089732393915135766e+01,3.733630673427626445e-01
3.740278232933340052e-01,-1.083749590359994031e+01,3.740278232933340052e-01
3.746890897372014972e-01,-1.077798192365186480e+01,3.746890897372014972e-01
3.753468849918136785e-01,-1.071878035073677005e+01,3.753468849918136785e-01
3.760012272784686860e-01,-1.065988954493781549e+01,3.760012272784686860e-01
3.766521347228189986e-01,-1.060130787494628812e+01,3.766521347228189986e-01
3.772996253553728696e-01,-1.054303371801644218e+01,3.772996253553728696e-01
3.779437171119936489e-01,-1.048506545992056971e+01,3.779437171119936489e-01
3.785844278343963865e-01,-1.042740149490432522e+01,3.785844278343963865e-01
3.792217752706416034e-01,-1.037004022564225281e+01,3.792217752706416034e-01
3.798557770756270102e-01,-1.031298006319356730e+01,3.798557770756270102e-01
3.804864508115760602e-01,-1.025621942695815392e+01,3.804864508115760602e-01
3.811138139485244491e-01,-1.019975674463280235e+01,3.811138139485244491e-01
3.817378838648036732e-01,-1.014359045216766830e+01,3.817378838648036732e-01
3.823586778475226433e-01,-1.008771899372296588e+01,3.823586778475226433e-01
3.829762130930459141e-01,-1.003214082162587140e+01,3.829762130930459141e-01
3.835905067074703578e-01,-9.976854396327670571e+00,3.835905067074703578e-01
3.842015757070985638e-01,-9.921858186361129484e+00,3.842015757070985638e-01
3.848094370189104052e-01,-9.867150668298060978e+00,3.848094370189104052e-01
3.854141074810316647e-01,-9.812730326707148620e+00,3.854141074810316647e-01
3.860156038432002723e-01,-9.758595654111976714e+00,3.860156038432002723e-01
3.866139427672303785e-01,-9.704745150949266375e+00,3.866139427672303785e-01
3.872091408274738744e-01,-9.651177325527349637e+00,3.872091408274738744e-01
3.878012145112793019e-01,-9.597890693984862054e+00,3.878012145112793019e-01
3.883901802194485442e-01,-9.544883780249632466e+00,3.883901802194485442e-01
3.889760542666911292e-01,-9.492155115997800152e+00,3.889760542666911292e-01
3.895588528820760899e-01,-9.439703240613150470e+00,3.895588528820760899e-01
3.901385922094815495e-01,-9.387526701146661878e+00,3.901385922094815495e-01
3.907152883080416417e-01,-9.335624052276248364e+00,3.907152883080416417e-01
3.912889571525918209e-01,-9.283993856266736344e+00,3.912889571525918209e-01
3.918596146341106201e-01,-9.232634682930044079e+00,3.918596146341106201e-01
3.924272765601605206e-01,-9.181545109585554698e+00,3.924272765601605206e-01
3.929919586553253241e-01,-9.130723721020720163e+00,3.929919586553253241e-01
3.935536765616460264e-01,-9.080169109451860621e+00,3.935536765616460264e-01
3.941124458390538043e-01,-9.029879874485160940e+00,3.941124458390538043e-01
3.946682819658012820e-01,-8.979854623077885734e+00,3.946682819658012820e-01
3.952212003388910766e-01,-8.930091969499802218e+00,3.952212003388910766e-01
3.957712162745024576e-01,-8.880590535294777155e+00,3.957712162745024576e-01
3.963183450084154513e-01,-8.831348949242606494e+00,3.963183450084154513e-01
3.968626016964330039e-01,-8.782365847321031538e+00,3.968626016964330039e-01
3.974040014148004785e-01,-8.733639872667954052e+00,3.974040014148004785e-01
3.979425591606238766e-01,-8.685169675543852108e+00,3.979425591606238766e-01
3.984782898522846173e-01,-8.636953913294384222e+00,3.984782898522846173e-01
3.990112083298531509e-01,-8.588991250313217307e+00,3.990112083298531509e-01
3.995413293554998524e-01,-8.541280358005012729e+00,3.995413293554998524e-01
4.000686676139041387e-01,-8.493819914748625521e+00,4.000686676139041387e-01
4.005932377126611432e-01,-8.446608605860502550e+00,4.005932377126611432e-01
4.011150541826860039e-01,-8.399645123558261872e+00,4.011150541826860039e-01
4.016341314786170402e-01,-8.352928166924465714e+00,4.016341314786170402e-01
4.021504839792157115e-01,-8.306456441870585294e+00,4.021504839792157115e-01
4.026641259877649093e-01,-8.260228661101159275e+00,4.026641259877649093e-01
4.031750717324652511e-01,-8.214243544078124515e+00,4.031750717324652511e-01
4.036833353668294322e-01,-8.168499816985356432e+00,4.036833353668294322e-01
4.041889309700736344e-01,-8.122996212693371021e+00,4.041889309700736344e-01
